fir_id,station_id,date_registered,crime_type,incident_location,status,details
11475,67,2020-10-13 21:33:52,Theft,"92, Laxmi Nagar, Hyderabad - 333202",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11476,59,2023-08-13 07:59:53,Acid Attack,"474, MG Road Gurgaon, Meerut - 257156",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 3,991,089 involved."
11477,16,2020-12-31 15:12:24,Insurance Fraud,"92, Rajajinagar, Gwalior - 895782",Registered,Drug trafficking case with 91 kg of contraband substances recovered.
11478,8,2025-05-05 06:58:37,Ransomware Attack,"244, Borivali, Delhi - 895842",Registered,"Vehicle theft case with registration number DL-23-AD-7529, CCTV footage available."
11479,60,2024-11-09 05:08:03,Drug Trafficking,"566, Jayanagar, Bangalore - 691937",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 3,732,783."
11480,129,2024-02-28 02:21:45,Drug Trafficking,"762, Laxmi Nagar, Vadodara - 749998",Closed - Final Report,Land grabbing case involving 78 acres of disputed property.
11481,21,2024-06-18 00:37:46,Honor Killing,"844, Yelahanka, Nashik - 729996",Registered,Human trafficking case involving 12 victims rescued from illegal operations.
11482,53,2024-08-09 21:46:37,Terrorism,"424, Cyber City, Kolkata - 281001",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 11 witnesses present."
11483,129,2022-12-25 17:08:01,Kidnapping,"37, Sohna Road, Pune - 216882",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 12 days."
11484,63,2024-06-18 10:14:54,Land Grabbing,"212, Thane, Agra - 311592",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 3,224,633."
11485,6,2025-03-11 07:07:17,Acid Attack,"783, Vasant Kunj, Surat - 291297",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,255,537."
11486,5,2024-05-24 15:02:45,Human Trafficking,"579, Koramangala, Bangalore - 408675",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11487,27,2021-04-29 23:27:46,Vehicle Theft,"920, Adyar, Ghaziabad - 516473",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 736,866 transferred illegally."
11488,142,2024-04-19 20:21:44,Smuggling,"770, Borivali, Hyderabad - 211323",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11489,36,2024-03-29 11:10:59,Fraud,"708, Anna Nagar, Udaipur - 230776",Registered,"Assault case filed with medical evidence submitted, victim hospitalized for 13 days."
11490,35,2022-10-12 14:54:08,Criminal Breach of Trust,"432, Saket, Noida - 151641",Closed - Untraced,Cyberstalking case with digital evidence including 27 pieces of documentation.
11491,87,2024-10-11 10:36:04,Vehicle Theft,"435, Juhu, Faridabad - 284820",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 28 days."
11492,69,2025-02-28 03:54:56,Drug Trafficking,"611, Bandra, Noida - 506322",Under Investigation,"Chain snatching incident in busy market area during peak hours, 14 witnesses present."
11493,116,2023-08-02 05:45:17,Burglary,"499, Electronic City, Gwalior - 803002",Pending Investigation,Drug trafficking case with 4 kg of contraband substances recovered.
11494,5,2025-09-28 19:43:39,Piracy,"425, Commercial Street, Vadodara - 869121",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 2,942,976."
11495,60,2024-11-16 10:15:02,Money Laundering,"96, Esplanade, Trivandrum - 168996",Registered,"Tax evasion case with undisclosed income of Rs. 709,725 detected."
11496,47,2025-02-18 05:32:48,Vehicle Theft,"767, Brigade Road, Rajkot - 164311",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 4,533,988 stolen."
11497,61,2021-02-01 11:21:15,Assault,"490, Park Street, Delhi - 790158",Charge Sheet Filed,"Vehicle theft case with registration number MH-15-AC-8449, CCTV footage available."
11498,102,2021-01-21 09:12:36,Drug Trafficking,"697, Church Street, Patna - 311278",Registered,"Insurance fraud case with fraudulent claims worth Rs. 4,436,900."
11499,114,2021-01-27 17:55:43,Cyberstalking,"52, Golf Course Road, Madurai - 800622",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,403,136."
11500,84,2024-02-12 15:02:02,Kidnapping,"336, New Town, Vadodara - 250208",Under Investigation,"Vehicle theft case with registration number KA-64-AC-3046, CCTV footage available."
11501,35,2024-02-07 12:53:52,Wildlife Crime,"598, Juhu, Rajkot - 587087",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 1,749,024."
11502,6,2023-07-11 13:30:06,Illegal Construction,"478, Dwarka, Vadodara - 549163",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 1,542,338."
11503,54,2024-05-10 21:16:47,Online Harassment,"507, Cyber City, Surat - 858173",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 2,223,957 transferred illegally."
11504,100,2025-06-16 00:04:56,Drug Trafficking,"220, Tambaram, Chennai - 190376",Charge Sheet Filed,Human trafficking case involving 11 victims rescued from illegal operations.
11505,148,2023-02-27 03:15:41,Credit Card Fraud,"661, Adyar, Srinagar - 799051",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
11506,44,2021-02-25 14:29:25,Arms Trafficking,"316, Vasant Kunj, Ghaziabad - 457115",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 7 days."
11507,26,2023-12-07 00:12:28,Robbery,"532, Malleswaram, Raipur - 110119",Registered,Human trafficking case involving 6 victims rescued from illegal operations.
11508,34,2024-09-03 09:05:27,Cheating,"143, Laxmi Nagar, Mumbai - 891992",Pending Investigation,Environmental crime case involving illegal dumping of 41 tons of waste.
11509,42,2023-08-19 12:03:15,Cheating,"987, Lajpat Nagar, Hyderabad - 795737",Closed - Untraced,Human trafficking case involving 16 victims rescued from illegal operations.
11510,47,2024-03-24 10:22:34,Criminal Breach of Trust,"476, Rajarhat, Rajkot - 166120",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 3,438,178 stolen."
11511,131,2025-08-08 10:35:49,Vehicle Theft,"366, Nehru Place, Delhi - 141920",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 1 witnesses present."
11512,98,2024-08-14 17:47:54,Criminal Breach of Trust,"746, Cyber City, Mumbai - 302095",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,195,671."
11513,131,2023-10-02 21:33:16,Rape,"770, Dadar, Patna - 842551",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 2,425,747."
11514,109,2021-04-21 18:33:32,Smuggling,"982, Yelahanka, Bangalore - 127186",Charge Sheet Filed,"Vehicle theft case with registration number KA-39-AA-7229, CCTV footage available."
11515,127,2024-05-11 11:53:35,Rioting,"381, ECR, Gwalior - 124774",Charge Sheet Filed,Robbery incident reported with 5 suspects involved using weapons.
11516,10,2024-05-21 05:18:56,Smuggling,"589, Indiranagar, Agra - 245174",Registered,"Chain snatching incident in busy market area during peak hours, 14 witnesses present."
11517,84,2021-07-31 12:12:13,Insurance Fraud,"623, Janakpuri, Jammu - 530736",Closed - Untraced,"Corruption case against public official, bribe amount Rs. 1,706,869 involved."
11518,127,2024-06-06 01:14:28,Bank Fraud,"564, Bandra, Meerut - 940794",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 4,923,223."
11519,107,2024-12-16 01:17:32,Land Grabbing,"208, Pitampura, Gwalior - 459299",Charge Sheet Filed,Arms trafficking case with recovery of 48 illegal firearms and ammunition.
11520,82,2022-01-15 18:36:20,Chain Snatching,"92, Salt Lake, Srinagar - 254793",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11521,89,2025-05-23 21:08:41,Forgery,"721, T Nagar, Kolkata - 763233",Pending Investigation,"Vehicle theft case with registration number GJ-77-AD-8527, CCTV footage available."
11522,138,2022-12-16 21:45:31,Fraud,"392, Electronic City, Hyderabad - 525191",Registered,Cyberstalking case with digital evidence including 23 pieces of documentation.
11523,21,2023-01-16 13:59:38,Insurance Fraud,"30, Palace Road, Bhopal - 572892",Registered,"Money laundering investigation with suspicious transactions totaling Rs. 3,162,043."
11524,118,2025-02-01 16:21:24,Tax Evasion,"330, New Town, Noida - 858280",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 1,440,006."
11525,128,2024-09-06 13:34:56,Rape,"502, Dadar, Shimla - 321666",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11526,148,2023-07-06 04:32:36,Domestic Violence,"2, Ballygunge, Indore - 898565",Registered,Land grabbing case involving 28 acres of disputed property.
11527,125,2024-05-24 05:45:15,Wildlife Crime,"629, T Nagar, Gwalior - 998586",Under Investigation,Drug trafficking case with 40 kg of contraband substances recovered.
11528,69,2024-03-02 10:34:03,Rioting,"927, MG Road Gurgaon, Indore - 684588",Closed - Final Report,Cyberstalking case with digital evidence including 21 pieces of documentation.
11529,66,2021-11-18 18:56:39,Online Harassment,"212, Thane, Jammu - 837892",Closed - Untraced,Robbery incident reported with 8 suspects involved using weapons.
11530,68,2025-01-01 00:54:52,Hacking,"505, Rajajinagar, Surat - 619552",Pending Investigation,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,041,544."
11531,16,2021-06-09 04:21:14,Smuggling,"299, Electronic City, Chandigarh - 181815",Closed - Final Report,Cyberstalking case with digital evidence including 49 pieces of documentation.
11532,96,2024-08-11 19:27:38,Illegal Construction,"267, T Nagar, Jabalpur - 964082",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
11533,51,2023-10-16 14:21:36,Domestic Violence,"329, Marathahalli, Kalyan-Dombivali - 754172",Registered,Arms trafficking case with recovery of 62 illegal firearms and ammunition.
11534,88,2024-05-26 02:47:53,Dowry Death,"297, Marathahalli, Jaipur - 793260",Pending Investigation,Robbery incident reported with 7 suspects involved using weapons.
11535,11,2023-12-27 16:30:18,Illegal Construction,"403, Vasant Kunj, Gwalior - 598051",Charge Sheet Filed,"Burglary at commercial establishment during night hours, property worth Rs. 4,301,308 stolen."
11536,62,2021-06-10 16:16:48,Bank Fraud,"166, Juhu, Jabalpur - 280109",Pending Investigation,"Vehicle theft case with registration number MH-65-AB-3229, CCTV footage available."
11537,80,2023-05-09 07:47:25,Smuggling,"206, Pitampura, Ghaziabad - 879876",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
11538,100,2024-11-08 02:21:41,Acid Attack,"559, T Nagar, Coimbatore - 290944",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 4,517,922 involved."
11539,136,2023-11-27 11:20:17,Chain Snatching,"58, Juhu, Jaipur - 652134",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 5 days."
11540,99,2023-05-26 04:58:30,Child Abuse,"515, Tambaram, Nagpur - 776559",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 17 days."
11541,49,2025-07-31 06:34:15,Dowry Death,"391, ECR, Nashik - 681593",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 288,278."
11542,43,2025-03-07 07:27:34,Robbery,"876, Vasant Kunj, Ranchi - 235434",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 7 witnesses present."
11543,32,2021-04-18 04:23:49,Elder Abuse,"31, HSR Layout, Ahmedabad - 604143",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 5 witnesses present."
11544,130,2025-02-14 07:54:09,Data Breach,"163, Salt Lake, Srinagar - 177844",Registered,"Counterfeiting case with fake currency notes worth Rs. 761,399 seized."
11545,66,2024-09-02 05:50:00,Wildlife Crime,"64, Marathahalli, Guwahati - 107735",Registered,Land grabbing case involving 67 acres of disputed property.
11546,143,2023-05-21 11:52:12,Domestic Violence,"442, Dwarka, Raipur - 284522",Registered,"Counterfeiting case with fake currency notes worth Rs. 4,969,018 seized."
11547,48,2025-03-11 22:37:09,Domestic Violence,"181, Commercial Street, Dehradun - 865238",Charge Sheet Filed,Robbery incident reported with 5 suspects involved using weapons.
11548,137,2023-06-11 20:49:32,Cheating,"959, Banashankari, Raipur - 879770",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 3,297,969 stolen."
11549,47,2024-03-07 04:24:34,Murder,"144, Brigade Road, Visakhapatnam - 477317",Registered,"Burglary at commercial establishment during night hours, property worth Rs. 2,318,165 stolen."
11550,4,2023-03-09 12:12:23,Sedition,"106, Bandra, Jammu - 751882",Closed - Untraced,"Burglary at commercial establishment during night hours, property worth Rs. 1,916,629 stolen."
11551,14,2021-03-26 12:26:23,Acid Attack,"237, Nehru Place, Ahmedabad - 964698",Pending Investigation,"Chain snatching incident in busy market area during peak hours, 11 witnesses present."
11552,115,2025-06-30 12:35:55,Cyberstalking,"664, Rohini, Madurai - 401724",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 708,369 seized."
11553,85,2023-01-11 19:27:14,Cheating,"899, Dadar, Patna - 688747",Charge Sheet Filed,Arms trafficking case with recovery of 6 illegal firearms and ammunition.
11554,43,2024-01-04 15:11:09,Data Breach,"487, Cyber City, Ghaziabad - 862153",Registered,"Chain snatching incident in busy market area during peak hours, 9 witnesses present."
11555,75,2023-06-29 11:50:15,Illegal Construction,"594, Yelahanka, Faridabad - 640261",Under Investigation,Land grabbing case involving 98 acres of disputed property.
11556,30,2023-08-04 20:50:23,Assault,"803, Karol Bagh, Bhubaneswar - 725451",Charge Sheet Filed,Drug trafficking case with 40 kg of contraband substances recovered.
11557,14,2025-05-15 17:15:20,Counterfeiting,"418, Sealdah, Dehradun - 622021",Pending Investigation,Cyberstalking case with digital evidence including 30 pieces of documentation.
11558,8,2022-10-10 21:46:39,Rape,"140, Anna Nagar, Agra - 375280",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 1,690,203 seized."
11559,22,2022-11-25 22:07:43,Data Breach,"740, Electronic City, Thane - 291730",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 7 days."
11560,97,2023-01-13 07:29:50,Domestic Violence,"941, Park Street, Bhubaneswar - 935631",Registered,"Corruption case against public official, bribe amount Rs. 2,776,433 involved."
